Food,Category,Calories
alimneto equilibrado pomme epicee formula 1,en:bodybuilding-supplements,0.03869502868068834
soupe à la chinoise  légumes et vermicelles,en:soups,0.002007648183556405
beurre de cacahuètes bio,fr:pate-de-noix,0.06204588910133843
orange confite,en:oranges,0.03140535372848948
rillettes de sanglier au chouchen,en:wild-boar-rillettes,0.032504780114722756
"big papa's, southern sauce",en:groceries,0.025
beignets à l'abricot,en:sweet-fritters,0.03140535372848948
blanc de poulet,en:cooked-chicken-breast-slices,0.009703632887189293
flamin hot,en:protien-powder,0.01598948374760994
blanc de poulet zéro nitrites,en:meats,0.010396749521988527
nibs de cacao,en:cocoa-beans,0.06039674952198853
père noël lait,en:chocolate-santa-clauses,0.05650095602294455
multivitamin,en:vitamins,0.0
chorizo,en:chorizo,0.04340344168260038
apple ginger drink,en:groceries,0.003107074569789675
crema spalmabile nocciola,en:cocoa-and-hazelnuts-spreads,0.04713193116634799
sweet stevia tablets,en:stevia-and-their-products,0.0
tranchés de dinde,en:turkeys,0.010994263862332695
crema al pistacchio,fr:cremes-de-pistaches,0.05521032504780115
boisson nutritionnelle banana creme,en:groceries,0.037739005736137664
croissants pur beurre,en:butter-croissants,0.04139579349904398
peanut butter,en:peanut-butters,0.06190248565965583
smelties,en:baby-foods,0.035707456978967496
eirn original curry sauce,en:sauce-powder,0.041204588910133844
celery,en:groceries,0.001410133843212237
organic erythritol granulated,fr:croquettes-chat,0.0
"candy crush, sugar crush crunchy and crackling candy combination, strawberry & watermelon",en:confectioneries,0.040009560229445504
barrette cioccolato e arachidi 1 barretta 35g.,en:dietary-supplements,0.040105162523900575
confinoix,en:jams,0.05609464627151051
"medjool dates, extra fancy",en:medjool-dates,0.004110898661567878
barretta proteica,en:dietary-supplements,0.04698852772466539
pear nectar,en:pear-nectars,0.005401529636711281
organic protein powder vanilla bean flavored,en:protein-powders,0.03260038240917782
grilled chicken breast,en:poultry,0.00394359464627151
brown rice,en:grains,0.0026768642447418736
salmon fillet,en:fish,0.00497131931166348
sweet potato,en:vegetables,0.002055449330783939
greek yogurt,en:dairy,0.001410133843212237
banana,en:fruits,0.002127151051625239
almonds,en:nuts,0.013838432122370938
quinoa,en:grains,0.0028680688336520078
avocado,en:fruits,0.0038240917782026767
egg,en:eggs,0.0037045889101338433
